DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State 
DB00206,Reserpine,approved; investigational; withdrawn,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,C33H40N2O9,,"Adrenergic Agents, Adrenergic Uptake Inhibitors, Alkaloids, Antiadrenergic Agents, Centrally Acting, Antidepressive Agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antipsychotic Agents, BSEP/ABCB11 Inhibitors, Cardiovascular Agents, Catecholamine-depleting Sympatholytic, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A5 Inducers, Cytochrome P-450 CYP3A5 Inducers (strength unknown), Cytochrome P-450 Enzyme Inducers, Decreased Sympathetic Activity, Drugs that are Mainly Renally Excreted, Gastrointestinal Acidifying Agents, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indole Alkaloids, Indoles, Indolizidines, Indolizines, Membrane Transport Modulators, Neurotoxic agents, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, OATP1B1/SLCO1B1 Inhibitors, OCT1 inhibitors, OCT2 Substrates, Organic Anion Transporting Polypeptide 2B1 Inhibitors, P-glycoprotein inducers, P-glycoprotein inhibitors, P-glycoprotein substrates, Psychotropic Drugs, Secologanin Tryptamine Alkaloids, Tranquilizing Agents"," Synaptic vesicular amine transporter,  Chromaffin granule amine transporter,  Baculoviral IAP repeat-containing protein 5,  Cytochrome P450 3A5,  P-glycoprotein 1,  Solute carrier family 22 member 1,  Bile salt export pump,  Canalicular multispecific organic anion transporter 1,  Solute carrier family 22 member 2,  Solute carrier organic anion transporter family member 1B1,  Solute carrier organic anion transporter family member 2B1","DB00206, DB01089, DB13631, DB13575, DB01180, DB11530, DB01392, DB15949, DB13374, DB00541, DB02868, DB17390, DB00570, DB12131, DB00309, DB01967, DB12586, DB05168, DB11641, DB12674, DB11467, DB00361, DB12755, DB00200, DB02191, DB11191, DB13793, DB04877, DB15096, DB03614",
DB00207,Azithromycin,approved,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C38H72N2O12,,"Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Experimental Unapproved Treatments for COVID-19, Lactones, Macrolide Antimicrobial, Macrolides, Macrolides, Lincosamides and Streptogramins, Moderate Risk QTc-Prolonging Agents, Ophthalmologicals, P-glycoprotein inhibitors, P-glycoprotein substrates, Photosensitizing Agents, Polyketides, QTc Prolonging Agents"," 23S ribosomal RNA,  Protein-arginine deiminase type-4,  Cytochrome P450 3A4,  P-glycoprotein 1,  Canalicular multispecific organic anion transporter 1","DB00207, DB11416, DB11474, DB00199, DB01211, DB11442, DB00954, DB13338, DB13179, DB11471, DB00778, DB11470, DB01321, DB13456, DB13409, DB13540",
DB00208,Ticlopidine,approved,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,C14H14ClNS,,"Antiplatelet agents, Blood and Blood Forming Organs, Cardiovascular Agents, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (moderate), Cytochrome P-450 CYP2B6 Inhibitors (strong), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (moderate), Cytochrome P-450 CYP2C19 Inhibitors (strong), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (weak), Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Inhibitors, Cytochrome P-450 CYP2E1 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Decreased Platelet Aggregation, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Fibrin Modulating Agents, Hematologic Agents, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Platelet Aggregation Inhibitors Excl. Heparin, Purinergic Agents, Purinergic Antagonists, Purinergic P2 Receptor Antagonists, Purinergic P2Y Receptor Antagonists, Pyridines, Sulfur Compounds, Thienopyridines, Thiophenes"," P2Y purinoceptor 12,  Cytochrome P450 2C19,  Cytochrome P450 2D6,  Myeloperoxidase,  Cytochrome P450 2C9,  Cytochrome P450 2C8,  Cytochrome P450 1A2,  Cytochrome P450 2B6,  Cytochrome P450 2E1","DB00208, DB00758",
DB00209,Trospium,approved,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,C25H30NO3,,"Acids, Carbocyclic, Agents producing tachycardia, Alimentary Tract and Metabolism, Anticholinergic Agents, Autonomic Agents, Aza Compounds, Azabicyclo Compounds, Cholinergic Agents, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Diphenylacetic Acids, Drugs for Functional Gastrointestinal Disorders, Drugs for Urinary Frequency and Incontinence, Genito Urinary System and Sex Hormones, Genitourinary Agents, Hydroxy Acids, Muscarinic Antagonists, Neurotransmitter Agents, Parasympatholytics, Peripheral Nervous System Agents, Phenylacetates, Tropanes, Urological Agents, Urologicals"," Muscarinic acetylcholine receptor M3,  Muscarinic acetylcholine receptor M1,  Cytochrome P450 2D6","DB00209, DB02161, DB11181, DB00725, DB00332, DB00424, DB00572, DB13833, DB11785, DB16896, DB00747, DB11315, DB13542, DB00462, DB09300, DB12086, DB12278, DB08978, DB16011, DB13369, DB09271, DB13507, DB13844, DB04843, DB00771, DB15968",
DB00210,Adapalene,approved,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,C28H28O3,,"Anti-Acne Preparations, Anti-Acne Preparations for Topical Use, Anti-Inflammatory Agents, Dermatologicals, Misc. Skin and Mucous Membrane Agents, Naphthalenes, Retinoids, Retinoids for Topical Use in Acne"," Retinoic acid receptor beta,  Retinoic acid receptor gamma,  Retinoic acid receptor RXR-beta,  Retinoic acid receptor RXR-gamma,  Retinoic acid receptor RXR-alpha,  Transcription factor AP-1,  Toll-like receptor 2,  Retinoic acid receptor alpha,  Aspartate aminotransferase, cytoplasmic",DB00210,
DB00211,Midodrine,approved,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,C12H18N2O4,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic alpha-1 Receptor Agonists, Adrenergic alpha-Agonists, Adrenergic and Dopaminergic Agents, Agents producing tachycardia, Agents that produce hypertension, Alcohols, Amines, Amino Alcohols, Autonomic Agents, Bradycardia-Causing Agents, Cardiac Stimulants Excl. Cardiac Glycosides, Cardiac Therapy, Cardiovascular Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Ethanolamines, Neurotransmitter Agents, Peripheral Nervous System Agents, Sympathomimetics, Vasoconstrictor Agents"," Alpha-1A adrenergic receptor,  Alpha-1B adrenergic receptor,  Alpha-1D adrenergic receptor,  Cytochrome P450 2D6,  Solute carrier family 15 member 1",DB00211,
DB00212,Remikiren,experimental,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,C33H50N4O6S,,"Agents Acting on the Renin-Angiotensin System, Antihypertensive Agents, Cardiovascular Agents, Enzyme Inhibitors, Protease Inhibitors, Renin Inhibitors", Renin,"DB00212, DB03395, DB13742, DB06260, DB18634",
DB00213,Pantoprazole,approved,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,C16H15F2N3O4S,,"2-Pyridinylmethylsulfinylbenzimidazoles, Acid Reducers, Alimentary Tract and Metabolism, Anti-Ulcer Agents, BCRP/ABCG2 Inhibitors, BCRP/ABCG2 Substrates, Benzimidazoles, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs for Acid Related Disorders, Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord), Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Gastric Acid Lowering Agents, Gastrointestinal Agents, Heterocyclic Compounds, Fused-Ring, OAT3/SLC22A8 Inhibitors, OATP1B1/SLCO1B1 Inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Proton Pump Inhibitors, Proton-pump Inhibitors, Pyridines, Sulfoxides, Sulfur Compounds"," Potassium-transporting ATPase alpha chain 1,  N(G),N(G)-dimethylarginine dimethylaminohydrolase 1,  Cytochrome P450 2C19,  Cytochrome P450 3A4,  P-glycoprotein 1,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB00213, DB00338, DB00736",
DB00214,Torasemide,approved,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,C16H20N4O3S,,"Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Cardiovascular Agents, Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Diuretics, High-Ceiling Diuretics, Hyperglycemia-Associated Agents, Hypotensive Agents, Increased Diuresis at Loop of Henle, Membrane Transport Modulators, Natriuretic Agents, Non Potassium Sparing Diuretics, OATP1B1/SLCO1B1 Substrates, Ototoxic agents, Pyridines, Sodium Potassium Chloride Symporter Inhibitors, Sulfonamides, Sulfones, Sulfur Compounds"," Solute carrier family 12 member 2,  Solute carrier family 12 member 1,  Cytochrome P450 2C8,  Cytochrome P450 2C9,  Serum albumin,  Solute carrier organic anion transporter family member 1B1",DB00214,
DB00215,Citalopram,approved,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,C20H21FN2O,,"Amines, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Antidepressive Agents, Second-Generation, Benzofurans, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (weak), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Highest Risk QTc-Prolonging Agents, Hypoglycemia-Associated Agents, Monoamine Oxidase A Substrates, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, Nitriles, P-glycoprotein inhibitors, P-glycoprotein substrates, Propylamines, Psychoanaleptics, Psychotropic Drugs, QTc Prolonging Agents, Selective Serotonin Reuptake Inhibitors, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, Vasodilating Agents"," Sodium-dependent serotonin transporter,  Histamine H1 receptor,  Cytochrome P450 3A4,  Cytochrome P450 2C19,  Cytochrome P450 2D6,  Cytochrome P450 1A2,  Amine oxidase [flavin-containing] A,  Amine oxidase [flavin-containing] B,  Aldehyde oxidase,  P-glycoprotein 1","DB00215, DB01175, DB09190",
DB00216,Eletriptan,approved; investigational,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,C22H26N2O2S,,"Agents that produce hypertension, Amines, Analgesics, Antidepressive Agents, Antimigraine Preparations, Biogenic Amines, Biogenic Monoamines, Central Nervous System Depressants, Cytochrome P-450 CYP2A6 Inducers, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Indoles, Nervous System, Neurotransmitter Agents, P-glycoprotein substrates, Selective Serotonin 5-HT1 Receptor Agonists, Selective Serotonin Agonists, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 1b Receptor Agonists, Serotonin 1d Receptor Agonists, Serotonin 5-HT1 Receptor Agonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Agonists, Serotonin-1b and Serotonin-1d Receptor Agonist, Triptans"," 5-hydroxytryptamine receptor 1D,  5-hydroxytryptamine receptor 1B,  5-hydroxytryptamine receptor 1F,  5-hydroxytryptamine receptor 1A,  Cytochrome P450 2D6,  Cytochrome P450 2C9,  Cytochrome P450 2C19,  Cytochrome P450 2A6,  Prostaglandin G/H synthase 1,  Cytochrome P450 3A4,  P-glycoprotein 1",DB00216,
DB00217,Bethanidine,approved,CN\C(NCC1=CC=CC=C1)=N/C,C10H15N3,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic alpha-2 Receptor Agonists, Adrenergic alpha-Agonists, Agents producing tachycardia, Agents that produce hypertension, Amidines, Antiadrenergic Agents, Peripherally Acting, Antihypertensive Agents, Autonomic Agents, Cardiovascular Agents, Guanidine Derivatives, Guanidines, Neurotransmitter Agents, Peripheral Nervous System Agents, Sympatholytics"," ATP-sensitive inward rectifier potassium channel 1,  Alpha-2 adrenergic receptors (Protein Group),  Beta adrenergic receptor (Protein Group)",DB00217,
DB00218,Moxifloxacin,approved; investigational,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,C21H24FN3O4,,"Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (moderate), Cytochrome P-450 Enzyme Inhibitors, Enzyme Inhibitors, Fluoroquinolone Antibacterial, Fluoroquinolones, Heterocyclic Compounds, Fused-Ring, Moderate Risk QTc-Prolonging Agents, Ophthalmologicals, QTc Prolonging Agents, Quinolines, Quinolone Antimicrobial, Quinolones, Sensory Organs, Topoisomerase II Inhibitors, Topoisomerase Inhibitors"," DNA gyrase subunit A,  DNA topoisomerase 4 subunit A,  DNA topoisomerase 2-alpha,  Serum paraoxonase/arylesterase 1,  Cytochrome P450 1A2","DB00218, DB01044, DB06600, DB11453, DB01137, DB01165, DB03034, DB11393, DB01208, DB11847, DB09047, DB11443, DB06771, DB13261, DB11404, DB00537, DB00365, DB00978, DB14025, DB12447, DB16219, DB00487, DB01059, DB04576, DB11892, DB11426, DB01405, DB11511, DB11491, DB11774",
DB00219,Oxyphenonium,approved,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C21H34NO3,,"Agents producing tachycardia, Alimentary Tract and Metabolism, Amines, Anticholinergic Agents, Autonomic Agents, Cholinergic Agents, Drugs for Functional Gastrointestinal Disorders, Muscarinic Antagonists, Mydriatics, Neurotransmitter Agents, Onium Compounds, Parasympatholytics, Peripheral Nervous System Agents, Quaternary Ammonium Compounds, Synthetic Anticholinergics, Quaternary Ammonium Compounds", Muscarinic acetylcholine receptor M1,"DB00219, DB00986, DB00979, DB11504, DB13497, DB01062, DB00383, DB11186, DB16287, DB09023, DB13181",
DB00220,Nelfinavir,approved,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C32H45N3O4S,,"Anti-HIV Agents, Anti-Infective Agents, Anti-Retroviral Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, BCRP/ABCG2 Inhibitors, BSEP/ABCB11 Substrates, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 Inducers, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Inducers, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (strong), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP3A7 Inhibitors (strong), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Direct Acting Antivirals, Enzyme Inhibitors, Heterocyclic Compounds, Fused-Ring, HIV Protease Inhibitors, Hyperglycemia-Associated Agents, Isoquinolines, OATP1B1/SLCO1B1 Inhibitors, OATP1B3 inhibitors, OCT1 inhibitors, Organic Anion Transporting Polypeptide 2B1 Inhibitors, P-glycoprotein inducers, P-glycoprotein inhibitors, P-glycoprotein substrates, Potential QTc-Prolonging Agents, Protease Inhibitors, QTc Prolonging Agents, UGT1A1 Inducers, Viral Protease Inhibitors"," HIV-1 protease,  Cytochrome P450 3A4,  Cytochrome P450 3A7,  Cytochrome P450 3A5,  Cytochrome P450 2B6,  Cytochrome P450 2C19,  UDP-glucuronosyltransferase 1-1,  Cytochrome P450 2C9,  Cytochrome P450 2D6,  Serum albumin,  Alpha-1-acid glycoprotein 1,  P-glycoprotein 1,  Solute carrier family 22 member 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier organic anion transporter family member 1B1,  Solute carrier organic anion transporter family member 1B3,  Solute carrier organic anion transporter family member 2B1,  Bile salt export pump",DB00220,
DB00221,Isoetharine,approved,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,C13H21NO3,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics for Systemic Use, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Drugs for Obstructive Airway Diseases, Neurotransmitter Agents, Peripheral Nervous System Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor","DB00221, DB01064, DB13559, DB01288, DB06707, DB01102, DB06814, DB00867, DB00668, DB06152, DB00816, DB11610, DB08957, DB00871, DB00610, DB08985",
DB00222,Glimepiride,approved,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,C24H34N4O5S,,"Alimentary Tract and Metabolism, Amides, Blood Glucose Lowering Agents, BSEP/ABCB11 Substrates, Cardiovascular Agents, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Drugs Used in Diabetes, Hypoglycemia-Associated Agents, Immunosuppressive Agents, Insulin Secretagogues, Oral Hypoglycemics, Sulfones, Sulfonylureas, Sulfur Compounds"," ATP-sensitive inward rectifier potassium channel 11,  ATP-sensitive inward rectifier potassium channel 1,  ATP-binding cassette sub-family C member 8,  Cytochrome P450 2C9,  Bile salt export pump",DB00222,
DB00223,Diflorasone,approved,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C22H28F2O5,,"Adrenal Cortex Hormones, Anti-Inflammatory Agents, Corticosteroid Hormone Receptor Agonists, Corticosteroids, Corticosteroids, Dermatological Preparations, Corticosteroids, Potent (Group III), Dermatologicals, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Immunosuppressive Agents, Pregnadienes, Pregnadienetriols, Pregnanes, Steroids, Steroids, Fluorinated", Glucocorticoid receptor,"DB00223, DB00663, DB09095, DB12553, DB00596, DB01384, DB09378, DB00443, DB01234, DB11522, DB13491, DB00324, DB08971, DB13728, DB00620, DB08970, DB13223, DB00547, DB14664, DB11750, DB06781, DB13867, DB14637, DB14657, DB14640, DB14649, DB15777, DB15821, DB00687, DB14669",
DB00224,Indinavir,approved,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,C36H47N5O4,,"Agents Causing Muscle Toxicity, Anti-HIV Agents, Anti-Infective Agents, Anti-Retroviral Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, BSEP/ABCB11 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (weak), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP3A7 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Direct Acting Antivirals, Enzyme Inhibitors, HIV Protease Inhibitors, Hyperglycemia-Associated Agents, OATP1B1/SLCO1B1 Inhibitors, OCT1 inhibitors, Organic Anion Transporting Polypeptide 2B1 Inhibitors, P-glycoprotein inducers, P-glycoprotein inhibitors, P-glycoprotein substrates, Protease Inhibitors, Pyridines, UGT1A1 Inhibitors, Viral Protease Inhibitors"," Human immunodeficiency virus type 1 protease,  Cytochrome P450 2D6,  UDP-glucuronosyltransferase 1-1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  P-glycoprotein 1,  Solute carrier family 22 member 1,  Multidrug resistance-associated protein 1,  Solute carrier organic anion transporter family member 1A2,  Solute carrier organic anion transporter family member 1B1,  Canalicular multispecific organic anion transporter 1,  Solute carrier organic anion transporter family member 2B1,  Bile salt export pump","DB00224, DB01721, DB02009, DB02704",
