DrugBank ID,Indication Type,Indication,Combined Product Details
DB00273,Prophylaxis of,Migraine,
DB00274,Treatment of,Susceptible bacterial infections,
DB00275,Management of,Diabetic nephropathy,
DB00275,Used in combination to manage,High blood pressure (hypertension),Combination Product in combination with:Amlodipine (DB00381)
DB00275,Used in combination to manage,High blood pressure (hypertension),Combination Product in combination with:Amlodipine (DB00381)
DB00275,Used in combination to manage,High blood pressure (hypertension),Combination Product in combination with:Amlodipine (DB00381)
DB00275,Used in combination to manage,Hypertension,Combination Product in combination with:Hydrochlorothiazide (DB00999)
DB00276,Management of,Refractory leukemia,
DB00277,Used in combination to treat,Asthma,"Combination Product in combination with:Guaifenesin (DB00874),Pseudoephedrine (DB00852)"
DB00277,Used in combination for symptomatic treatment of,Asthma,Combination Product in combination with:D-glucose (DB01914)
DB00277,Used in combination to manage,Asthma,Combination Product in combination with:Acetylcysteine (DB06151)
DB00277,Used in combination to treat,Bronchitis,"Combination Product in combination with:Guaifenesin (DB00874),Pseudoephedrine (DB00852)"
DB00277,Treatment of,Bronchoconstriction,
DB00278,Prophylaxis of,Thrombosis,
DB00278,Treatment of,Thrombosis,
DB00278,Prophylaxis of,Thrombosis,
DB00279,Used in combination to treat,Euthyroid goiter,Combination Product in combination with:Levothyroxine (DB00451)
DB00279,Diagnostic agent,Hyperthyroidism,
DB00279,Used in combination to manage,Hypothyroidism,Combination Product in combination with:Levothyroxine (DB00451)
DB00279,Management of,Hypothyroidism,
DB00279,Treatment of,Myxedema coma,
DB00280,Management of,Ventricular arrhythmias,
DB00281,Treatment of,Acute otitis media,
DB00281,Used in combination for symptomatic treatment of,Anal fissures,"Combination Product in combination with:Titanium dioxide (DB09536),Bufexamac (DB13346),Bismuth subgallate (DB13909)"
DB00281,Used in combination for symptomatic treatment of,Anorectal discomfort,Combination Product in combination with:Glycerin (DB09462)
DB00281,Treatment of,Arrhythmia,
DB00281,Used in combination to treat,Back pain lower back,"Combination Product in combination with:Salicylamide O-acetic acid (DB16000),Dexamethasone (DB01234),Kebuzone (DB08940),Cyanocobalamin (DB00115)"
DB00282,Treatment of,Hypercalcemia of malignancy,
DB00282,Treatment of,Osteolytic lesion,
DB00282,Treatment of,Paget's disease,
DB00282,Treatment of,Osteolytic bone metastases,
DB00283,Symptomatic treatment of,Allergic rhinitis,
DB00283,Treatment of,Allergic rhinitis,
DB00283,Used in combination to manage,Allergic rhinitis,Combination Product in combination with:Phenylpropanolamine (DB00397)
DB00283,Symptomatic treatment of,Angioedema,
DB00283,Symptomatic treatment of,Common cold,
DB00284,Adjunct therapy in management of,Type 2 diabetes mellitus,
DB00285,Management of,Generalized anxiety disorder,
DB00285,Management of,Major depressive disorder (mdd),
DB00285,Prophylaxis of,Migraine,
DB00285,Management of,Neuropathic pain,
DB00285,Management of,Panic disorder,
DB00286,Treatment of,Abnormal uterine bleeding,
DB00286,Treatment of,Atrophic vaginitis,
DB00286,Treatment of,Kraurosis vulvae,
DB00286,Symptomatic treatment of,Menopause,
DB00286,Symptomatic treatment of,Metastatic breast cancer,
DB00287,Management of,Elevated intraocular pressure,
DB00287,Management of,Elevated intraocular pressure,
DB00287,Management of,Increased intra ocular pressure (iop),
DB00287,Management of,Increased intra ocular pressure (iop),
DB00287,Used in combination to treat,Increased intraocular pressure,Combination Product in combination with:Timolol (DB00373)
DB00288,Treatment of,Inflammation,
DB00288,Treatment of,Pruritus,
DB00289,Management of,Adhd,
DB00290,Management of,Hodgkin's lymphoma,
DB00290,Management of,Malignant pleural effusion,
DB00290,Management of,Non-hodgkin's lymphoma,
DB00290,Management of,Squamous cell carcinoma (scc),
DB00290,Management of,Teratocarcinoma,
DB00291,Treatment of,Chronic lymphocytic leukemia,
DB00291,Treatment of,Hodgkin's disease,
DB00291,Treatment of,Indolent lymphoma,
DB00291,Treatment of,"Lymphoma, diffuse",
DB00291,Treatment of,Malt lymphoma,
DB00293,Treatment of,Advanced colorectal cancer,
DB00293,Treatment of,Pleural mesothelioma,
DB00295,Treatment of,Chronic intractable pain,
DB00295,Used in combination to manage,Chronic pain,Combination Product in combination with:Naltrexone (DB00704)
DB00295,Management of,Chronic pain,
DB00295,Used in combination to manage,Severe pain,Combination Product in combination with:Naltrexone (DB00704)
DB00295,Treatment of,Severe pain,
DB00296,Management of,Acute pain,
DB00296,Management of,Postoperative pain,
DB00297,Used as adjunct in combination to manage,Acute gouty arthritis,"Combination Product in combination with:Lidocaine (DB00281),Methylprednisolone (DB00959),Triamcinolone (DB00620)"
DB00297,Used as adjunct in combination to manage,Acute gouty arthritis,"Combination Product in combination with:Lidocaine (DB00281),Methylprednisolone (DB00959),Triamcinolone (DB00620)"
DB00297,Used in combination to manage,Adrenocortical insufficiency,"Combination Product in combination with:Triamcinolone (DB00620),Methylprednisolone (DB00959),Lidocaine (DB00281)"
DB00297,Used in combination to manage,Alopecia areata,"Combination Product in combination with:Lidocaine (DB00281),Methylprednisolone (DB00959)"
DB00297,Used as adjunct in combination to manage,Ankylosing spondylitis,"Combination Product in combination with:Methylprednisolone (DB00959),Triamcinolone (DB00620),Lidocaine (DB00281)"
DB00298,Treatment of,Iatrogenically induced mydriasis,
DB00299,Treatment of,Cold sores,
DB00300,Adjunct therapy in treatment of,Hepatitis b chronic infection,
DB00300,Adjunct therapy in treatment of,Human immunodeficiency virus type 1 (hiv-1) infection,
DB00300,Used in combination for prophylaxis of,Human immunodeficiency virus type 1 (hiv-1) infection,Combination Product in combination with:Emtricitabine (DB00879)
DB00300,Used as adjunct in combination to treat,Human immunodeficiency virus type 1 (hiv-1) infection,Combination Product in combination with:Emtricitabine (DB00879)
DB00300,Used in combination to treat,Human immunodeficiency virus type 1 (hiv-1) infection,"Combination Product in combination with:Lamivudine (DB00709),Efavirenz (DB00625)"
DB00301,Treatment of,Susceptible infections,
DB00302,Treatment of,Bleeding,
DB00302,Prevention of,Bleeding,
DB00302,Treatment of,Heavy menstrual bleeding,
DB00302,Treatment of,Hereditary angioedema,
DB00303,Treatment of,Severe community-acquired pneumonia (scap),
DB00303,Prophylaxis of,Surgical site infections,
DB00303,Treatment of,Acute gynaecological infection,
DB00303,Treatment of,"Acute, moderate pelvic infections caused by susceptible bacteria",
DB00303,Treatment of,"Acute, severe susceptible bacteria pelvic infections",
DB00305,Used in combination to treat,Adenocarcinoma of the stomach,
DB00305,Used in combination to treat,Anal cancer,
DB00305,Used in combination to treat,Bladder cancer,
DB00305,Treatment of,Breast cancer,
DB00305,Used in combination to treat,Cervical cancer,
DB00307,Treatment of,Refractory cutaneous t-cell lymphoma,
DB00307,Treatment of,Refractory cutaneous t-cell lymphoma,
DB00308,Management of,Atrial fibrillation,
DB00308,Management of,Atrial flutter,
DB00309,Treatment of,Acute lymphocytic leukemia (all),
DB00309,Treatment of,Blast crisis,
DB00309,Treatment of,"Melanoma, malignant",
DB00310,Prevention of,Calcium nephrolithiasis,
DB00310,Adjunct therapy in treatment of,Edema,
DB00310,Adjunct therapy in treatment of,Edema,
DB00310,Adjunct therapy in treatment of,Edema,
DB00310,Used in combination to manage,High blood pressure (hypertension),Combination Product in combination with:Azilsartan medoxomil (DB08822)
DB00312,Management of,Convulsions,
DB00312,Management of,Insomnia,
DB00313,Management of,Absence seizures,
DB00313,Management of,Bipolar disorder (bd),
DB00313,Management of,Complex partial seizures,
DB00313,Management of,Depressive episode,
DB00313,Management of,Manic episode,
DB00314,Used in combination to treat,Tuberculosis,
DB00315,Treatment of,Cluster headache,
DB00315,Treatment of,Migraine,
DB00315,Treatment of,Migraine,
DB00315,Treatment of,Migraine,
DB00316,Used in combination for symptomatic treatment of,Acute gouty arthritis,Combination Product in combination with:Etodolac (DB00749)
DB00316,Used as adjunct in combination to treat,Acute gouty arthritis,Combination Product in combination with:Lornoxicam (DB06725)
DB00316,Used in combination for symptomatic treatment of,Acute musculoskeletal pain,Combination Product in combination with:Etodolac (DB00749)
DB00316,Used in combination for symptomatic treatment of,Allergies,"Combination Product in combination with:Dextromethorphan (DB00514),Guaifenesin (DB00874),Chlorpheniramine (DB01114),Pseudoephedrine (DB00852)"
DB00316,Used in combination for symptomatic treatment of,Allergies,"Combination Product in combination with:Brompheniramine (DB00835),Dextromethorphan (DB00514)"
DB00317,Treatment of,Metastatic non-small cell lung cancer,
DB00317,Treatment of,Metastatic non-small cell lung cancer,
DB00318,Used in combination for symptomatic treatment of,Common cold,"Combination Product in combination with:Chlorpheniramine (DB01114),Acetaminophen (DB00316)"
DB00318,Treatment of,Cough,
DB00318,Used in combination to treat,Coughing,"Combination Product in combination with:Thiocolchicoside (DB11582),Ephedrine (DB01364),Sodium citrate (DB09154)"
DB00318,Used in combination for symptomatic treatment of,Flu caused by influenza,"Combination Product in combination with:Chlorpheniramine (DB01114),Acetaminophen (DB00316)"
DB00318,Treatment of,Mild pain,
DB00319,Used in combination to treat,Animal bite,Combination Product in combination with:Tazobactam (DB01606)
DB00319,Prophylaxis of,Bacterial infections,
DB00319,Treatment of,Bone and joint infections,
DB00319,Used in combination to treat,Community acquired pneumonia (cap),Combination Product in combination with:Tazobactam (DB01606)
DB00319,Treatment of,Gynaecological infection,
DB00320,Treatment of,Cluster headache,
DB00320,Treatment of,"Migraine headache, with or without aura",
DB00321,Treatment of,Adhd,
DB00321,Treatment of,Acute depression,
DB00321,Management of,Anorexia nervosa,
DB00321,Management of,Bulimia,
DB00321,Treatment of,Depression,
DB00322,Management of,Stage 4 gastrointestinal adenocarcinoma,
DB00323,Adjunct therapy in management of,Idiopathic parkinson's disease,
DB00324,Used in combination to treat,Anterior chamber inflammation,Combination Product in combination with:Tetryzoline (DB06764)
DB00324,Adjunct therapy in treatment of,Bacterial eye infection,
DB00324,Used in combination to treat,Conjunctivitis allergic,Combination Product in combination with:Tetryzoline (DB06764)
DB00324,Used in combination to treat,Corneal inflammation,Combination Product in combination with:Tetryzoline (DB06764)
DB00324,Treatment of,Eye inflammation,
DB00325,Management of,Acute heart failure (ahf),
DB00325,Management of,Hypertensive crisis,
DB00325,Prophylaxis of,Intraoperative blood loss,
DB00327,Management of,Chronic refractory cough,
DB00327,Adjunct therapy in treatment of,Neuropathic pain,
DB00327,Management of,Moderate to severe pain,
DB00328,Management of,Acute gouty arthritis,
DB00328,Used in combination to treat,Joint pain,Combination Product in combination with:Levomenthol (DB00825)
DB00328,Management of,Moderate to severe osteoarthritis,
DB00328,Management of,Moderate to severe rheumatoid arthritis,
DB00328,Management of,Moderate to severe ankylosing spondylitis,
DB00330,Used in combination to treat,Mycobacterium avium complex,
DB00330,Adjunct therapy in prevention of,Mycobacterium avium complex,
DB00330,Used in combination to treat,Pulmonary tuberculosis,
DB00330,Used in combination to treat,Mycobacteria infection,
DB00331,Used as adjunct in combination to prevent,Cardiovascular mortality,Combination Product in combination with:Dapagliflozin (DB06292)
DB00331,Used as adjunct in combination to prevent,Cardiovascular mortality,Combination Product in combination with:Dapagliflozin (DB06292)
DB00331,Used as adjunct in combination to prevent,End stage renal disease (esrd),Combination Product in combination with:Dapagliflozin (DB06292)
DB00331,Used as adjunct in combination to prevent,Hospitalizations,Combination Product in combination with:Dapagliflozin (DB06292)
DB00331,Used as adjunct in combination to prevent,Hospitalizations,Combination Product in combination with:Dapagliflozin (DB06292)
DB00332,Used in combination to manage,Asthma,Combination Product in combination with:Albuterol (DB01001)
DB00332,Used in combination to treat,Bronchospasm,Combination Product in combination with:Levosalbutamol (DB13139)
DB00332,Used in combination to prevent,Bronchospasm,Combination Product in combination with:Levosalbutamol (DB13139)
DB00332,Treatment of,Bronchospasm,
DB00332,Used in combination to manage,Copd,Combination Product in combination with:Albuterol (DB01001)
DB00333,Management of,Opioid addiction,
DB00333,Management of,Opioid addiction,
DB00333,Management of,Severe pain,
DB00334,Treatment of,Acute agitation,
DB00334,Treatment of,Acute agitation,
DB00334,Management of,Bipolar 1 disorder,
DB00334,Used in combination to treat,Bipolar disorder with manic or mixed episodes,"Regimen in combination with:Valproic acid (DB00313),Lithium cation (DB01356)"
DB00334,Treatment of,Delirium,
DB00335,Management of,Alcohol withdrawal,
DB00335,Management of,Angina pectoris,
DB00335,Management of,Atrial fibrillation,
DB00335,Management of,Heart failure,
DB00335,Management of,Hypertension,
DB00336,Treatment of,Skin infections,
DB00337,Treatment of,Vitiligo,
DB00337,Management of,Intertriginous psoriasis,
DB00337,Management of,Mild atopic dermatitis,
DB00337,Management of,Moderate atopic dermatitis,
DB00338,Used in combination for symptomatic treatment of,Ankylosing spondylitis (as),Combination Product in combination with:Diclofenac (DB00586)
