DrugBank ID,Water Solubility,logP,logS,pKa (Strongest Acidic),pKa (Strongest Basic),Physiological Charge,Hydrogen Acceptor Count,Hydrogen Donor Count,Polar Surface Area,Rotatable Bond Count,Refractivity,Polarizability,Number of Rings,Bioavailability,Rule of Five,Ghose Filter,Veber's Rule,MDDR-like Rule,Human Intestinal Absorption_Value,Human Intestinal Absorption_Probability,Blood Brain Barrier_Value,Blood Brain Barrier_Probability,Caco-2 permeable_Value,Caco-2 permeable_Probability,P-glycoprotein substrate_Value,P-glycoprotein substrate_Probability,P-glycoprotein inhibitor I_Value,P-glycoprotein inhibitor I_Probability,P-glycoprotein inhibitor II_Value,P-glycoprotein inhibitor II_Probability,Renal organic cation transporter_Value,Renal organic cation transporter_Probability,CYP450 2C9 substrate_Value,CYP450 2C9 substrate_Probability,CYP450 2D6 substrate_Value,CYP450 2D6 substrate_Probability,CYP450 3A4 substrate_Value,CYP450 3A4 substrate_Probability,CYP450 1A2 substrate_Value,CYP450 1A2 substrate_Probability,CYP450 2C9 inhibitor_Value,CYP450 2C9 inhibitor_Probability,CYP450 2D6 inhibitor_Value,CYP450 2D6 inhibitor_Probability,CYP450 2C19 inhibitor_Value,CYP450 2C19 inhibitor_Probability,CYP450 3A4 inhibitor_Value,CYP450 3A4 inhibitor_Probability,CYP450 inhibitory promiscuity_Value,CYP450 inhibitory promiscuity_Probability,Ames test_Value,Ames test_Probability,Carcinogenicity_Value,Carcinogenicity_Probability,Biodegradation_Value,Biodegradation_Probability,Rat acute toxicity_Value,Rat acute toxicity_Probability,hERG inhibition (predictor I)_Value,hERG inhibition (predictor I)_Probability,hERG inhibition (predictor II)_Value,hERG inhibition (predictor II)_Probability
DB01032,0.425 mg/mL,2.44,-2.8,3.53,,-1,4,1,74.68 Å2,6,73.81 m3·mol-1,29.96 Å3,1,1,Yes,Yes,No,No,+,0.9972,+,0.5486,-,0.6074,Non-substrate,0.626,Non-inhibitor,0.8323,Non-inhibitor,0.9121,Non-inhibitor,0.8253,Non-substrate,0.7012,Non-substrate,0.9116,Non-substrate,0.6485,Non-inhibitor,0.9045,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.8962,Low CYP Inhibitory Promiscuity,0.9318,Non AMES toxic,0.9133,Non-carcinogens,0.6999,Not ready biodegradable,0.863,"2.2821 LD50, mol/kg",Not applicable,Weak inhibitor,0.8521,Non-inhibitor,0.7885
DB01037,0.0254 mg/mL,2.85,-3.9,,8.67,1,1,0,3.24 Å2,4,61.35 m3·mol-1,22.69 Å3,1,1,Yes,Yes,Yes,No,+,0.9788,+,0.9809,+,0.8453,Non-substrate,0.543,Non-inhibitor,0.9632,Non-inhibitor,0.9779,Inhibitor,0.5327,Non-substrate,0.7993,Substrate,0.6987,Non-substrate,0.5671,Inhibitor,0.9107,Non-inhibitor,0.9341,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.9285,Low CYP Inhibitory Promiscuity,0.9285,Non AMES toxic,0.889,Non-carcinogens,0.6567,Not ready biodegradable,0.9767,"2.9199 LD50, mol/kg",Not applicable,Weak inhibitor,0.8869,Non-inhibitor,0.8269
DB08426,0.0457 mg/mL,0.76,-4,8.63,5.5,0,5,2,108.05 Å2,4,106.85 m3·mol-1,43.92 Å3,5,1,Yes,Yes,No,No,+,0.9914,+,0.7209,-,0.736,Substrate,0.696,Inhibitor,0.6413,Inhibitor,0.6023,Non-inhibitor,0.649,Non-substrate,0.6535,Non-substrate,0.7259,Substrate,0.5367,Non-inhibitor,0.8015,Non-inhibitor,0.7114,Non-inhibitor,0.5524,Inhibitor,0.7094,Inhibitor,0.863,High CYP Inhibitory Promiscuity,0.8185,Non AMES toxic,0.6837,Non-carcinogens,0.8192,Not ready biodegradable,0.9837,"2.3453 LD50, mol/kg",Not applicable,Weak inhibitor,0.8352,Inhibitor,0.7014
DB15339,2.22 mg/mL,1.61,-1.9,18.76,8.02,1,2,1,29.1 Å2,3,49.09 m3·mol-1,18.18 Å3,1,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03322,0.0794 mg/mL,2.58,-3.5,14.09,9.67,1,3,2,41.49 Å2,6,76.83 m3·mol-1,30.05 Å3,2,1,Yes,Yes,No,No,+,0.9944,-,0.9031,+,0.6942,Substrate,0.7079,Inhibitor,0.5588,Non-inhibitor,0.8383,Non-inhibitor,0.8177,Non-substrate,0.7898,Substrate,0.8918,Non-substrate,0.6463,Inhibitor,0.9106,Non-inhibitor,0.9071,Inhibitor,0.8932,Non-inhibitor,0.9026,Non-inhibitor,0.924,Low CYP Inhibitory Promiscuity,0.8487,Non AMES toxic,0.9392,Non-carcinogens,0.9097,Not ready biodegradable,0.9871,"2.5625 LD50, mol/kg",Not applicable,Weak inhibitor,0.9185,Inhibitor,0.7092
DB15374,0.0 mg/mL,0.23,1.08,,,0,0,0,0 Å2,0,0 m3·mol-1,1.78 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01105,0.00094 mg/mL,5.2,-5.5,,9.77,1,1,0,3.24 Å2,5,83.92 m3·mol-1,32.9 Å3,2,1,No,Yes,Yes,No,+,0.9948,+,0.9667,+,0.6584,Non-substrate,0.5148,Non-inhibitor,0.718,Inhibitor,0.5071,Non-inhibitor,0.5805,Non-substrate,0.8056,Non-substrate,0.9115,Substrate,0.6969,Non-inhibitor,0.7059,Non-inhibitor,0.9205,Non-inhibitor,0.754,Non-inhibitor,0.7041,Non-inhibitor,0.969,Low CYP Inhibitory Promiscuity,0.8292,Non AMES toxic,0.837,Non-carcinogens,0.5808,Not ready biodegradable,0.9903,"2.9056 LD50, mol/kg",Not applicable,Weak inhibitor,0.9065,Inhibitor,0.769
DB03350,,-2.4,,,9.93,-1,0,6,165.84 Å2,0,93.09 m3·mol-1,13.87 Å3,0,1,No,No,No,No,-,0.5241,+,0.9412,-,0.6162,Non-substrate,0.8491,Non-inhibitor,0.9875,Non-inhibitor,0.9882,Non-inhibitor,0.9325,Non-substrate,0.8297,Non-substrate,0.8013,Non-substrate,0.8074,Non-inhibitor,0.9003,Non-inhibitor,0.8337,Non-inhibitor,0.9413,Non-inhibitor,0.8993,Non-inhibitor,0.92,Low CYP Inhibitory Promiscuity,0.9581,Non AMES toxic,0.6793,Non-carcinogens,0.5899,Not ready biodegradable,0.7743,"2.4113 LD50, mol/kg",Not applicable,Weak inhibitor,0.9631,Non-inhibitor,0.9591
DB03368,0.0139 mg/mL,2.46,-4.4,7.14,-3.7,-1,3,2,84.5 Å2,3,81.39 m3·mol-1,30.41 Å3,3,1,Yes,Yes,No,No,+,0.9797,+,0.93,-,0.5944,Non-substrate,0.5051,Non-inhibitor,0.7008,Non-inhibitor,0.9366,Non-inhibitor,0.9104,Non-substrate,0.6796,Non-substrate,0.8329,Non-substrate,0.624,Inhibitor,0.5058,Non-inhibitor,0.8099,Non-inhibitor,0.9554,Non-inhibitor,0.7953,Non-inhibitor,0.8125,Low CYP Inhibitory Promiscuity,0.7721,Non AMES toxic,0.68,Non-carcinogens,0.7912,Not ready biodegradable,0.9592,"2.2886 LD50, mol/kg",Not applicable,Weak inhibitor,0.9863,Non-inhibitor,0.9167
DB01136,0.00444 mg/mL,3.42,-5,14.03,8.74,1,5,3,75.74 Å2,10,115.64 m3·mol-1,45.03 Å3,4,1,Yes,Yes,No,Yes,+,0.9706,-,0.6814,-,0.6308,Substrate,0.8552,Non-inhibitor,0.8729,Non-inhibitor,0.6521,Non-inhibitor,0.5405,Non-substrate,0.7517,Substrate,0.8918,Substrate,0.5408,Inhibitor,0.524,Non-inhibitor,0.8496,Non-inhibitor,0.7274,Non-inhibitor,0.5676,Non-inhibitor,0.6352,Low CYP Inhibitory Promiscuity,0.6048,Non AMES toxic,0.8261,Non-carcinogens,0.9692,Not ready biodegradable,0.963,"2.4566 LD50, mol/kg",Not applicable,Weak inhibitor,0.5725,Inhibitor,0.8889
DB15429,22.6 mg/mL,0.0032,-0.61,4.2,,-1,2,2,37.3 Å2,1,20.47 m3·mol-1,8.17 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03394,1.55 mg/mL,-1.5,-2.3,14.82,-2.7,0,8,2,95.84 Å2,19,80.81 m3·mol-1,37.93 Å3,0,1,Yes,No,No,No,+,0.8022,+,0.7177,-,0.6047,Non-substrate,0.5512,Non-inhibitor,0.871,Non-inhibitor,0.5686,Non-inhibitor,0.8556,Non-substrate,0.855,Non-substrate,0.8718,Non-substrate,0.7379,Non-inhibitor,0.9373,Non-inhibitor,0.9171,Non-inhibitor,0.9671,Non-inhibitor,0.9138,Non-inhibitor,0.9509,Low CYP Inhibitory Promiscuity,0.9547,Non AMES toxic,0.8251,Non-carcinogens,0.7438,Ready biodegradable,0.6178,"0.9772 LD50, mol/kg",Not applicable,Weak inhibitor,0.8496,Non-inhibitor,0.8278
DB01185,0.0452 mg/mL,2.38,-3.9,13.6,-3,0,3,2,57.53 Å2,0,90.19 m3·mol-1,36.65 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.9633,+,0.8586,Substrate,0.7505,Non-inhibitor,0.7583,Non-inhibitor,0.87,Non-inhibitor,0.8136,Non-substrate,0.862,Non-substrate,0.8773,Substrate,0.7669,Non-inhibitor,0.9041,Non-inhibitor,0.8159,Non-inhibitor,0.9286,Non-inhibitor,0.917,Non-inhibitor,0.8354,Low CYP Inhibitory Promiscuity,0.8585,Non AMES toxic,0.8777,Non-carcinogens,0.9242,Not ready biodegradable,1.0,"2.7028 LD50, mol/kg",Not applicable,Weak inhibitor,0.943,Non-inhibitor,0.5784
DB01191,0.0215 mg/mL,3.47,-4,,10.22,1,1,1,12.03 Å2,5,59.2 m3·mol-1,22.69 Å3,1,1,Yes,Yes,Yes,No,+,1.0,+,0.9868,+,0.7004,Non-substrate,0.5138,Non-inhibitor,0.5934,Non-inhibitor,0.8383,Non-inhibitor,0.7404,Non-substrate,0.8506,Substrate,0.8919,Non-substrate,0.6781,Inhibitor,0.8859,Non-inhibitor,0.8616,Inhibitor,0.7253,Non-inhibitor,0.5205,Non-inhibitor,0.5219,Low CYP Inhibitory Promiscuity,0.6657,Non AMES toxic,0.8808,Non-carcinogens,0.6397,Not ready biodegradable,0.984,"3.1255 LD50, mol/kg",Not applicable,Weak inhibitor,0.9666,Inhibitor,0.7811
DB01192,25.6 mg/mL,0.78,-1.1,10.07,8.21,1,5,2,70 Å2,0,79.56 m3·mol-1,30.77 Å3,5,1,Yes,Yes,No,No,+,0.9934,+,0.9382,+,0.7798,Substrate,0.9112,Non-inhibitor,0.8887,Non-inhibitor,0.9734,Non-inhibitor,0.5585,Non-substrate,0.8014,Substrate,0.8105,Substrate,0.7439,Non-inhibitor,0.8796,Non-inhibitor,0.9459,Non-inhibitor,0.7168,Non-inhibitor,0.8455,Non-inhibitor,0.9219,Low CYP Inhibitory Promiscuity,0.9812,Non AMES toxic,0.6663,Non-carcinogens,0.9635,Not ready biodegradable,0.9758,"2.9920 LD50, mol/kg",Not applicable,Weak inhibitor,0.9345,Non-inhibitor,0.9374
DB01193,0.172 mg/mL,1.53,-3.3,13.91,9.65,1,5,3,87.66 Å2,10,94.87 m3·mol-1,38.51 Å3,1,1,Yes,Yes,No,No,+,0.9156,-,0.9659,-,0.8957,Substrate,0.7378,Non-inhibitor,0.8557,Non-inhibitor,0.8664,Non-inhibitor,0.9466,Non-substrate,0.8102,Non-substrate,0.9116,Non-substrate,0.5752,Non-inhibitor,0.9045,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.8721,Low CYP Inhibitory Promiscuity,0.9639,Non AMES toxic,0.9132,Non-carcinogens,0.849,Not ready biodegradable,0.8538,"2.0487 LD50, mol/kg",Not applicable,Weak inhibitor,0.9821,Non-inhibitor,0.8555
DB12643,0.0114 mg/mL,2.69,-4.7,14.81,3.46,0,9,1,125.92 Å2,7,159.46 m3·mol-1,61.84 Å3,5,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB15566,0.0417 mg/mL,1.71,-4,12.61,-2.9,0,5,2,100.9 Å2,4,107.64 m3·mol-1,42.93 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01203,2.25 mg/mL,0.87,-2.1,13.59,9.76,1,5,4,81.95 Å2,6,85.53 m3·mol-1,34.63 Å3,2,1,Yes,Yes,No,No,+,0.9788,-,0.966,-,0.8957,Substrate,0.8317,Inhibitor,0.6192,Non-inhibitor,0.7842,Non-inhibitor,0.8736,Non-substrate,0.7934,Substrate,0.7284,Non-substrate,0.5456,Non-inhibitor,0.9046,Non-inhibitor,0.9106,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.8072,Non AMES toxic,0.9133,Non-carcinogens,0.8934,Not ready biodegradable,1.0,"1.7972 LD50, mol/kg",Not applicable,Weak inhibitor,0.9455,Inhibitor,0.5781
DB06212,0.00124 mg/mL,5.35,-5.6,14.19,-2.1,0,3,2,69.64 Å2,3,129.16 m3·mol-1,48.16 Å3,4,1,No,Yes,No,No,+,0.961,+,0.8429,-,0.5116,Substrate,0.6765,Inhibitor,0.5241,Non-inhibitor,0.5525,Non-inhibitor,0.767,Non-substrate,0.7217,Non-substrate,0.7662,Substrate,0.7372,Non-inhibitor,0.7512,Non-inhibitor,0.7214,Non-inhibitor,0.7887,Non-inhibitor,0.5308,Inhibitor,0.8545,High CYP Inhibitory Promiscuity,0.5874,Non AMES toxic,0.7247,Non-carcinogens,0.8623,Not ready biodegradable,0.9939,"2.2269 LD50, mol/kg",Not applicable,Weak inhibitor,0.9807,Inhibitor,0.682
DB01210,0.251 mg/mL,2.18,-3.1,14.09,9.75,1,4,2,58.56 Å2,6,83.28 m3·mol-1,33.38 Å3,2,1,Yes,Yes,No,No,+,0.9923,-,0.8738,-,0.6105,Substrate,0.8227,Inhibitor,0.5712,Non-inhibitor,0.5691,Non-inhibitor,0.8179,Non-substrate,0.7696,Substrate,0.8547,Non-substrate,0.5554,Non-inhibitor,0.9045,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.8378,Non AMES toxic,0.8825,Non-carcinogens,0.9039,Not ready biodegradable,0.9972,"2.1253 LD50, mol/kg",Not applicable,Weak inhibitor,0.9613,Inhibitor,0.593
DB01214,0.173 mg/mL,2.74,-3.2,14.09,9.67,1,4,2,67.79 Å2,8,86.63 m3·mol-1,35.85 Å3,1,1,Yes,Yes,No,No,+,0.8638,-,0.9906,-,0.5988,Substrate,0.6335,Non-inhibitor,0.7599,Non-inhibitor,0.8296,Non-inhibitor,0.9097,Non-substrate,0.8014,Substrate,0.5086,Non-substrate,0.6564,Non-inhibitor,0.6333,Non-inhibitor,0.8721,Non-inhibitor,0.7104,Non-inhibitor,0.9547,Non-inhibitor,0.8282,Low CYP Inhibitory Promiscuity,0.9528,Non AMES toxic,0.9219,Non-carcinogens,0.9205,Not ready biodegradable,0.7546,"2.1686 LD50, mol/kg",Not applicable,Weak inhibitor,0.9794,Non-inhibitor,0.7745
DB01217,0.0661 mg/mL,3.03,-3.6,,2,0,4,0,78.29 Å2,4,97.47 m3·mol-1,31.97 Å3,2,1,Yes,Yes,No,No,+,0.9965,+,0.9382,+,0.5516,Non-substrate,0.6405,Non-inhibitor,0.764,Non-inhibitor,0.7662,Non-inhibitor,0.512,Non-substrate,0.803,Non-substrate,0.9116,Substrate,0.5761,Non-inhibitor,0.6218,Non-inhibitor,0.7616,Non-inhibitor,0.9183,Non-inhibitor,0.6404,Non-inhibitor,0.6501,Low CYP Inhibitory Promiscuity,0.7038,Non AMES toxic,0.6394,Non-carcinogens,0.8068,Not ready biodegradable,1.0,"2.5564 LD50, mol/kg",Not applicable,Weak inhibitor,0.9464,Non-inhibitor,0.8878
DB01222,0.0457 mg/mL,2.73,-4,13.75,-2.9,0,6,2,93.06 Å2,4,116.11 m3·mol-1,46.88 Å3,5,1,Yes,Yes,No,No,+,0.9872,+,0.9533,-,0.6097,Substrate,0.804,Non-inhibitor,0.5881,Non-inhibitor,0.5911,Non-inhibitor,0.7867,Non-substrate,0.8488,Non-substrate,0.9116,Substrate,0.7337,Non-inhibitor,0.9046,Non-inhibitor,0.9075,Non-inhibitor,0.9441,Non-inhibitor,0.939,Inhibitor,0.796,Low CYP Inhibitory Promiscuity,0.8886,Non AMES toxic,0.9117,Non-carcinogens,0.9466,Not ready biodegradable,0.9759,"2.1601 LD50, mol/kg",Not applicable,Weak inhibitor,0.9483,Non-inhibitor,0.5627
DB01230,0.979 mg/mL,0.8,-2.3,15.33,-0.69,0,4,1,64.68 Å2,1,45.7 m3·mol-1,17.04 Å3,2,1,Yes,Yes,No,No,+,1.0,+,0.983,-,0.5064,Non-substrate,0.8719,Non-inhibitor,0.9072,Non-inhibitor,0.8851,Non-inhibitor,0.8843,Non-substrate,0.7857,Non-substrate,0.7793,Non-substrate,0.6888,Inhibitor,0.5472,Non-inhibitor,0.7351,Non-inhibitor,0.9412,Non-inhibitor,0.7174,Non-inhibitor,0.973,Low CYP Inhibitory Promiscuity,0.8905,Non AMES toxic,0.5921,Non-carcinogens,0.8633,Not ready biodegradable,0.8753,"2.5744 LD50, mol/kg",Not applicable,Weak inhibitor,0.9818,Non-inhibitor,0.9594
DB01234,0.0505 mg/mL,1.68,-3.9,12.42,-3.3,0,5,3,94.83 Å2,2,102.49 m3·mol-1,40.71 Å3,4,1,Yes,Yes,No,No,+,0.992,+,0.9781,+,0.8304,Substrate,0.7862,Non-inhibitor,0.8112,Non-inhibitor,0.8134,Non-inhibitor,0.7971,Non-substrate,0.8733,Non-substrate,0.9115,Substrate,0.7315,Non-inhibitor,0.938,Non-inhibitor,0.9106,Non-inhibitor,0.9231,Non-inhibitor,0.9247,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.9169,Non AMES toxic,0.9132,Non-carcinogens,0.9399,Not ready biodegradable,1.0,"2.1482 LD50, mol/kg",Not applicable,Weak inhibitor,0.9558,Inhibitor,0.5091
DB01240,0.136 mg/mL,2.42,-3.4,4.43,-1.6,-1,5,3,86.99 Å2,10,99.01 m3·mol-1,41.09 Å3,2,1,Yes,Yes,No,No,+,0.9922,+,0.8767,+,0.5636,Substrate,0.6946,Non-inhibitor,0.9131,Non-inhibitor,0.8879,Non-inhibitor,0.8878,Non-substrate,0.8171,Non-substrate,0.8622,Substrate,0.5384,Non-inhibitor,0.5729,Non-inhibitor,0.9251,Non-inhibitor,0.9401,Non-inhibitor,0.75,Non-inhibitor,0.6126,Low CYP Inhibitory Promiscuity,0.8673,Non AMES toxic,0.7865,Non-carcinogens,0.9555,Not ready biodegradable,0.5964,"2.6928 LD50, mol/kg",Not applicable,Weak inhibitor,0.8304,Non-inhibitor,0.8759
DB15642,5.68 mg/mL,-0.33,-1.7,5.2,4.7,-1,8,1,101.3 Å2,3,104.13 m3·mol-1,31.02 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08619,0.00844 mg/mL,3.63,-4.7,4.31,-4.8,-1,4,1,80.67 Å2,5,104.47 m3·mol-1,43.74 Å3,4,1,Yes,Yes,No,No,+,0.9902,+,0.9464,+,0.5081,Substrate,0.698,Inhibitor,0.6216,Non-inhibitor,0.5698,Non-inhibitor,0.8028,Non-substrate,0.8516,Non-substrate,0.9404,Substrate,0.7287,Non-inhibitor,0.9581,Non-inhibitor,0.9404,Non-inhibitor,0.9507,Non-inhibitor,0.9579,Non-inhibitor,0.8479,Low CYP Inhibitory Promiscuity,0.9157,Non AMES toxic,0.9189,Non-carcinogens,0.9626,Not ready biodegradable,0.9244,"2.1662 LD50, mol/kg",Not applicable,Weak inhibitor,0.901,Non-inhibitor,0.7867
DB01255,0.0877 mg/mL,1.14,-3.5,15.89,10.21,2,3,3,81.14 Å2,8,78.31 m3·mol-1,31.28 Å3,1,1,Yes,Yes,No,No,+,0.9858,+,0.9444,+,0.664,Substrate,0.6919,Non-inhibitor,0.9264,Non-inhibitor,0.9802,Non-inhibitor,0.8398,Non-substrate,0.8303,Non-substrate,0.621,Non-substrate,0.7228,Non-inhibitor,0.7025,Non-inhibitor,0.9337,Non-inhibitor,0.858,Non-inhibitor,0.7568,Non-inhibitor,0.5499,Low CYP Inhibitory Promiscuity,0.8494,Non AMES toxic,0.7156,Non-carcinogens,0.854,Not ready biodegradable,0.8575,"2.0058 LD50, mol/kg",Not applicable,Weak inhibitor,0.9688,Non-inhibitor,0.9004
DB03508,25.3 mg/mL,0.39,-0.77,,-3.7,0,3,0,27.69 Å2,7,39.85 m3·mol-1,17.62 Å3,0,1,Yes,No,Yes,No,+,0.9951,+,0.9717,+,0.6988,Non-substrate,0.5165,Non-inhibitor,0.7274,Non-inhibitor,0.7991,Non-inhibitor,0.8186,Non-substrate,0.8928,Non-substrate,0.8227,Non-substrate,0.608,Non-inhibitor,0.8365,Non-inhibitor,0.9402,Non-inhibitor,0.9442,Non-inhibitor,0.9145,Non-inhibitor,0.9725,Low CYP Inhibitory Promiscuity,0.9391,Non AMES toxic,0.8275,Carcinogens,0.5,Ready biodegradable,0.6327,"1.4233 LD50, mol/kg",Not applicable,Weak inhibitor,0.8709,Non-inhibitor,0.7331
DB01274,0.0416 mg/mL,1.06,-3.9,8.61,9.81,1,5,4,90.82 Å2,8,97.87 m3·mol-1,36.56 Å3,2,1,Yes,Yes,No,No,+,0.8991,-,0.8026,-,0.6916,Substrate,0.747,Non-inhibitor,0.8773,Non-inhibitor,0.8561,Non-inhibitor,0.8818,Non-substrate,0.714,Non-substrate,0.7086,Substrate,0.5556,Non-inhibitor,0.6609,Non-inhibitor,0.907,Inhibitor,0.8931,Inhibitor,0.8994,Non-inhibitor,0.8757,Low CYP Inhibitory Promiscuity,0.8442,Non AMES toxic,0.7517,Non-carcinogens,0.8704,Not ready biodegradable,0.992,"2.4047 LD50, mol/kg",Not applicable,Weak inhibitor,0.9611,Non-inhibitor,0.6602
DB08641,0.125 mg/mL,0.95,-3.4,3.09,-7,-1,7,2,143.68 Å2,8,79.31 m3·mol-1,31.31 Å3,1,1,Yes,Yes,No,No,+,0.8784,+,0.6169,-,0.601,Non-substrate,0.7085,Non-inhibitor,0.9043,Non-inhibitor,0.6297,Non-inhibitor,0.9384,Non-substrate,0.6319,Non-substrate,0.8244,Non-substrate,0.6769,Non-inhibitor,0.6331,Non-inhibitor,0.6646,Non-inhibitor,0.887,Non-inhibitor,0.5805,Non-inhibitor,0.937,Low CYP Inhibitory Promiscuity,0.7798,Non AMES toxic,0.5926,Non-carcinogens,0.6867,Not ready biodegradable,0.9773,"2.4094 LD50, mol/kg",Not applicable,Weak inhibitor,0.9201,Non-inhibitor,0.7276
DB01284,0.0481 mg/mL,-14,-4.8,3.03,12.38,6,46,42,1158.72 Å2,93,790.98 m3·mol-1,309.35 Å3,9,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01288,0.162 mg/mL,1.47,-3.3,8.85,9.63,1,5,5,92.95 Å2,6,85 m3·mol-1,31.75 Å3,2,1,Yes,Yes,No,No,+,0.987,-,0.9294,-,0.8957,Substrate,0.7292,Non-inhibitor,0.9064,Non-inhibitor,0.946,Non-inhibitor,0.7992,Non-substrate,0.7004,Non-substrate,0.7055,Non-substrate,0.625,Non-inhibitor,0.9045,Non-inhibitor,0.9071,Inhibitor,0.8932,Non-inhibitor,0.9026,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.8681,Non AMES toxic,0.8609,Non-carcinogens,0.9011,Not ready biodegradable,0.9174,"2.1550 LD50, mol/kg",Not applicable,Weak inhibitor,0.813,Non-inhibitor,0.7963
DB15760,50.4 mg/mL,-0.84,-0.62,-3,,-2,4,0,80.26 Å2,0,11.53 m3·mol-1,5.81 Å3,0,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB15777,0.0022 mg/mL,4.21,-5.3,15.15,-0.23,0,4,1,80.67 Å2,5,124.32 m3·mol-1,50.5 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06401,0.000564 mg/mL,6.01,-5.9,9.63,9.09,1,4,2,57.86 Å2,7,141.9 m3·mol-1,54.06 Å3,5,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03556,0.232 mg/mL,-0.54,-3.2,15.12,-2.7,0,9,1,94.07 Å2,24,101.36 m3·mol-1,47.77 Å3,0,1,Yes,No,No,No,+,0.9628,+,0.8708,+,0.5519,Substrate,0.5745,Non-inhibitor,0.747,Non-inhibitor,0.7938,Non-inhibitor,0.8562,Non-substrate,0.8066,Non-substrate,0.8479,Non-substrate,0.6649,Non-inhibitor,0.9043,Non-inhibitor,0.9001,Non-inhibitor,0.9443,Non-inhibitor,0.8977,Non-inhibitor,0.9052,Low CYP Inhibitory Promiscuity,0.9535,Non AMES toxic,0.9163,Non-carcinogens,0.6677,Ready biodegradable,0.778,"1.3932 LD50, mol/kg",Not applicable,Weak inhibitor,0.8657,Non-inhibitor,0.6798
DB06409,9.19 mg/mL,-3,-1.7,2.87,9.12,0,10,5,149.15 Å2,3,112.4 m3·mol-1,45.1 Å3,6,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06412,0.0349 mg/mL,3.55,-4,8.87,-0.53,0,3,2,57.53 Å2,0,94.6 m3·mol-1,38.84 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06413,0.622 mg/mL,1.53,-2.6,8.84,-4.4,0,2,1,60.16 Å2,5,77.39 m3·mol-1,28.2 Å3,2,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB12779,0.236 mg/mL,2.36,-3.1,8.56,9.47,1,4,4,72.72 Å2,2,77.6 m3·mol-1,29.25 Å3,3,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03566,32.7 mg/mL,-1.1,-0.65,,10.68,3,3,3,64.07 Å2,7,44.97 m3·mol-1,18.8 Å3,0,1,Yes,No,No,No,+,0.9215,+,0.6345,+,0.7072,Non-substrate,0.5094,Non-inhibitor,0.9178,Non-inhibitor,0.6414,Non-inhibitor,0.6066,Non-substrate,0.8863,Non-substrate,0.5607,Non-substrate,0.8262,Inhibitor,0.877,Non-inhibitor,0.9072,Non-inhibitor,0.9502,Non-inhibitor,0.9026,Non-inhibitor,0.9703,Low CYP Inhibitory Promiscuity,0.9386,Non AMES toxic,0.8957,Non-carcinogens,0.6436,Ready biodegradable,0.5525,"2.4561 LD50, mol/kg",Not applicable,Weak inhibitor,0.7691,Non-inhibitor,0.7739
DB15821,0.0017 mg/mL,4.44,-5.4,15.15,-0.23,0,4,1,80.67 Å2,8,129.05 m3·mol-1,52.93 Å3,4,1,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
