DrugBank ID,Description,Kingdom,Super Class,Class,Sub Class,Direct Parent,Alternative Parents,Substituents,Molecular Framework,External Descriptors
DB11510,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,"['Tyrosine and derivatives', 'Phenylalanine and derivatives', 'Histidine and derivatives', 'Leucine and derivatives', 'N-acyl-alpha amino acids and derivatives', 'Proline and derivatives', 'Tryptamines and derivatives', 'Serine and derivatives', 'Alpha amino acid amides', 'Amphetamines and derivatives', '3-alkylindoles', 'N-acylpyrrolidines', 'Pyrrolidinecarboxamides', '1-hydroxy-2-unsubstituted benzenoids', 'Substituted pyrroles', 'N-acyl amines', 'Pyrrolidine-2-ones', 'Tertiary carboxylic acid amides', 'Imidazoles', 'Heteroaromatic compounds', 'Secondary carboxylic acid amides', 'Guanidines', 'Lactams', 'Propargyl-type 1,3-dipolar organic compounds', 'Carboximidamides', 'Azacyclic compounds', 'Carbonyl compounds', 'Organopnictogen compounds', 'Organic oxides', 'Primary alcohols', 'Hydrocarbon derivatives']","['1-hydroxy-2-unsubstituted benzenoid', '2-pyrrolidone', '3-alkylindole', 'Alcohol', 'Alpha-amino acid amide', 'Alpha-amino acid or derivatives', 'Alpha-oligopeptide', 'Amphetamine or derivatives', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Azole', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboximidamide', 'Fatty acyl', 'Fatty amide', 'Guanidine', 'Heteroaromatic compound', 'Histidine or derivatives', 'Hydrocarbon derivative', 'Imidazole', 'Indole', 'Indole or derivatives', 'Lactam', 'Leucine or derivatives', 'Monocyclic benzene moiety', 'N-acyl-alpha amino acid or derivatives', 'N-acyl-amine', 'N-acylpyrrolidine', 'N-substituted-alpha-amino acid', 'Organic 1,3-dipolar compound', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol', 'Phenylalanine or derivatives', 'Primary alcohol', 'Proline or derivatives', 'Propargyl-type 1,3-dipolar organic compound', 'Pyrrole', 'Pyrrolidine', 'Pyrrolidine carboxylic acid or derivatives', 'Pyrrolidine-2-carboxamide', 'Pyrrolidone', 'Secondary carboxylic acid amide', 'Serine or derivatives', 'Substituted pyrrole', 'Tertiary carboxylic acid amide', 'Triptan', 'Tyrosine or derivatives']",Aromatic heteropolycyclic compounds,Not Available
DB00264,This compound belongs to the class of organic compounds known as tyrosols and derivatives. These are compounds containing a hydroxyethyl group attached to the C4 carbon of a phenol group.,Organic compounds,Benzenoids,Phenols,Tyrosols and derivatives,Tyrosols and derivatives,"['Phenoxy compounds', 'Phenol ethers', 'Alkyl aryl ethers', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Dialkyl ethers', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Aromatic homomonocyclic compound', 'Dialkyl ether', 'Ether', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound']",Aromatic homomonocyclic compounds,"aromatic ether, secondary alcohol, secondary amino compound, propanolamine (CHEBI:6904)"
DB13943,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Androgens and derivatives', '3-oxo delta-4-steroids', 'Delta-4-steroids', 'Cyclohexenones', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxo-delta-4-steroid', '3-oxosteroid', 'Aliphatic homopolycyclic compound', 'Androgen-skeleton', 'Androstane-skeleton', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone']",Aliphatic homopolycyclic compounds,sterol ester (CHEBI:9463)  / C19 steroids (androgens) and derivatives (C08156)  / C19 steroids (androgens) and derivatives (LMST02020074)
DB13944,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Androgens and derivatives', '3-oxo delta-4-steroids', 'Delta-4-steroids', 'Cyclohexenones', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxo-delta-4-steroid', '3-oxosteroid', 'Aliphatic homopolycyclic compound', 'Androgen-skeleton', 'Androstane-skeleton', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone']",Aliphatic homopolycyclic compounds,"sterol ester, enanthate ester (CHEBI:9464)  / C19 steroids (androgens) and derivatives (C08157)  / C19 steroids (androgens) and derivatives (LMST02020075)"
DB13946,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Androgens and derivatives', '3-oxo delta-4-steroids', 'Delta-4-steroids', 'Cyclohexenones', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxo-delta-4-steroid', '3-oxosteroid', 'Aliphatic homopolycyclic compound', 'Androgen-skeleton', 'Androstane-skeleton', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone']",Aliphatic homopolycyclic compounds,Not Available
DB13947,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Androstane steroids', 'Delta-4-steroids', 'Diphenylmethanes', 'Phenylacetamides', 'Tertiary alcohols', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organonitrogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds', 'Aromatic alcohols']","['Alcohol', 'Androstane-skeleton', 'Aromatic alcohol', 'Aromatic homopolycyclic compound', 'Benzenoid', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Delta-4-steroid', 'Diphenylmethane', 'Hydrocarbon derivative', 'Monocarboxylic acid or derivatives', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Phenylacetamide', 'Steroid ester', 'Tertiary alcohol']",Aromatic homopolycyclic compounds,Not Available
DB11541,This compound belongs to the class of organic compounds known as 1-hydroxy-2-unsubstituted benzenoids. These are phenols that a unsubstituted at the 2-position.,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,"['Aralkylamines', 'Benzene and substituted derivatives', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound']",Aromatic homomonocyclic compounds,"secondary alcohol, benzyl alcohols, secondary amino compound, polyphenol (CHEBI:82647)"
DB13958,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Estrogens and derivatives', '3-oxo delta-4-steroids', 'Delta-4-steroids', 'Cyclohexenones', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxo-delta-4-steroid', '3-oxosteroid', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone', 'Delta-4-steroid', 'Estrane-skeleton']",Aliphatic homopolycyclic compounds,Not Available
DB11551,This compound belongs to the class of organic compounds known as estrogens and derivatives. These are steroids with a structure containing a 3-hydroxylated estrane.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,"['3-oxosteroids', '17-hydroxysteroids', 'Cyclohexenones', 'Secondary alcohols', 'Cyclic alcohols and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['17-hydroxysteroid', '3-oxosteroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Estrogen-skeleton', 'Hydrocarbon derivative']",Aliphatic homopolycyclic compounds,oxo steroid (CHEBI:35018)  / Estrane and derivatives (C14261)
DB18059,,,,,,,,,,
DB00295,"This compound belongs to the class of organic compounds known as morphinans. These are polycyclic compounds with a four-ring skeleton with three condensed six-member rings forming a partially hydrogenated phenanthrene moiety, one of which is aromatic while the two others are alicyclic.",Organic compounds,Alkaloids and derivatives,Morphinans,Not Available,Morphinans,"['Phenanthrenes and derivatives', 'Tetralins', 'Coumarans', 'Aralkylamines', 'Alkyl aryl ethers', '1-hydroxy-2-unsubstituted benzenoids', 'Piperidines', 'Trialkylamines', 'Secondary alcohols', 'Oxacyclic compounds', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Benzenoid', 'Coumaran', 'Ether', 'Hydrocarbon derivative', 'Morphinan', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Oxacycle', 'Phenanthrene', 'Piperidine', 'Secondary alcohol', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tetralin']",Aromatic heteropolycyclic compounds,"morphinane alkaloid, organic heteropentacyclic compound (CHEBI:17303)  / Alkaloids, Isoquinoline alkaloids (C01516)"
DB11609,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,"['Aralkylamines', 'Gamma-amino ketones', 'Trialkylamines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['Amine', 'Aralkylamine', 'Aromatic homomonocyclic compound', 'Carbonyl group', 'Diphenylmethane', 'Gamma-aminoketone', 'Hydrocarbon derivative', 'Ketone', 'Organic nitrogen compound', 'Organic oxide']",Aromatic homomonocyclic compounds,Not Available
DB11610,This compound belongs to the class of organic compounds known as phenylpropanes. These are organic compounds containing a phenylpropane moiety.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,"['Aralkylamines', '1-hydroxy-2-unsubstituted benzenoids', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxygen compound']",Aromatic homomonocyclic compounds,Not Available
DB00327,"This compound belongs to the class of organic compounds known as morphinans. These are polycyclic compounds with a four-ring skeleton with three condensed six-member rings forming a partially hydrogenated phenanthrene moiety, one of which is aromatic while the two others are alicyclic.",Organic compounds,Alkaloids and derivatives,Morphinans,Not Available,Morphinans,"['Phenanthrenes and derivatives', 'Isoquinolones and derivatives', 'Tetralins', 'Coumarans', 'Aralkylamines', 'Alkyl aryl ethers', '1-hydroxy-2-unsubstituted benzenoids', 'Piperidines', 'Trialkylamines', 'Ketones', 'Oxacyclic compounds', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['1-hydroxy-2-unsubstituted benzenoid', 'Alkyl aryl ether', 'Amine', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Coumaran', 'Ether', 'Hydrocarbon derivative', 'Isoquinolone', 'Ketone', 'Morphinan', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Oxacycle', 'Phenanthrene', 'Piperidine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tetralin']",Aromatic heteropolycyclic compounds,"morphinane alkaloid, organic heteropentacyclic compound (CHEBI:5790)"
DB11619,This compound belongs to the class of organic compounds known as estrogens and derivatives. These are steroids with a structure containing a 3-hydroxylated estrane.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,"['3-oxosteroids', '17-hydroxysteroids', 'Cyclohexenones', 'Ynones', 'Tertiary alcohols', 'Cyclic alcohols and derivatives', 'Acetylides', 'Organic oxides', 'Hydrocarbon derivatives']","['17-hydroxysteroid', '3-oxosteroid', 'Acetylide', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Estrogen-skeleton']",Aliphatic homopolycyclic compounds,Not Available
DB00333,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,"['Aralkylamines', 'Gamma-amino ketones', 'Trialkylamines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['Amine', 'Aralkylamine', 'Aromatic homomonocyclic compound', 'Carbonyl group', 'Diphenylmethane', 'Gamma-aminoketone', 'Hydrocarbon derivative', 'Ketone', 'Organic nitrogen compound', 'Organic oxide']",Aromatic homomonocyclic compounds,"tertiary amine, benzenes, ketone (CHEBI:6807)"
DB00335,This compound belongs to the class of organic compounds known as phenylacetamides. These are amide derivatives of phenylacetic acids.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,"['Phenoxy compounds', 'Phenol ethers', 'Alkyl aryl ethers', 'Secondary alcohols', 'Primary carboxylic acid amides', 'Amino acids and derivatives', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Amino acid or derivatives', 'Aromatic homomonocyclic compound', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Ether', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol ether', 'Phenoxy compound', 'Phenylacetamide', 'Primary carboxylic acid amide', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine']",Aromatic homomonocyclic compounds,"monocarboxylic acid amide, ethanolamines, propanolamine (CHEBI:2904)"
DB04733,This compound belongs to the class of organic compounds known as monosaccharide phosphates. These are monosaccharides comprising a phosphated group linked to the carbohydrate unit.,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharide phosphates,"['Monoalkyl phosphates', 'Secondary alcohols', 'Polyols', 'Organic oxides', 'Hydrocarbon derivatives']","['Alcohol', 'Aliphatic acyclic compound', 'Alkyl phosphate', 'Hydrocarbon derivative', 'Monoalkyl phosphate', 'Monosaccharide phosphate', 'Organic oxide', 'Organic phosphoric acid derivative', 'Phosphoric acid ester', 'Polyol']",Aliphatic acyclic compounds,Not Available
DB00357,This compound belongs to the class of organic compounds known as aniline and substituted anilines. These are organic compounds containing an aminobenzene moiety.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines,"['Tetrahydropyridines', 'N-acylimines', 'Lactims', 'Amino acids and derivatives', 'Propargyl-type 1,3-dipolar organic compounds', 'Azacyclic compounds', 'Primary amines', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Aniline or substituted anilines', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Carbonyl group', 'Carboxylic acid derivative', 'Hydrocarbon derivative', 'Hydropyridine', 'Lactim', 'N-acylimine', 'Organic 1,3-dipolar compound', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Primary amine', 'Propargyl-type 1,3-dipolar organic compound', 'Tetrahydropyridine']",Aromatic heteromonocyclic compounds,"substituted aniline, dicarboximide, piperidones (CHEBI:2654)  / a small molecule (CPD-10532)"
DB00368,"This compound belongs to the class of organic compounds known as catechols. These are compounds containing a 1,2-benzenediol moiety.",Organic compounds,Benzenoids,Phenols,Benzenediols,Catechols,"['Aralkylamines', '1-hydroxy-4-unsubstituted benzenoids', '1-hydroxy-2-unsubstituted benzenoids', 'Benzene and substituted derivatives', 'Secondary alcohols', '1,2-aminoalcohols', 'Organopnictogen compounds', 'Monoalkylamines', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', '1-hydroxy-4-unsubstituted benzenoid', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Catechol', 'Hydrocarbon derivative']",Aromatic homomonocyclic compounds,"noradrenaline (CHEBI:18357)  / Biogenic amines, Adrenalines (C00547)"
DB00373,This compound belongs to the class of organic compounds known as dialkylarylamines. These are aliphatic aromatic amines in which the amino group is linked to two aliphatic chains and one aromatic group.,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines,"['Alkyl aryl ethers', 'Morpholines', 'Imidolactams', 'Thiadiazoles', 'Heteroaromatic compounds', 'Secondary alcohols', '1,2-aminoalcohols', 'Oxacyclic compounds', 'Dialkylamines', 'Dialkyl ethers', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1,2-aminoalcohol', 'Alcohol', 'Alkyl aryl ether', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Azole', 'Dialkyl ether', 'Dialkylarylamine', 'Ether', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'Imidolactam', 'Morpholine', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organooxygen compound', 'Organopnictogen compound', 'Oxacycle', 'Oxazinane', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine', 'Thiadiazole']",Aromatic heteromonocyclic compounds,timolol (CHEBI:9599)
